NodePubkey,Commission,ActivatedStake
tPTMVvqGgzecHLQKHUhoXR8UFuZrFzz9UKK4ywVdLaZ,0,175192404888732
84Za5eXvehQLZR6Xqhe9WT6tTcCHTVjw3XU7GCbBRNfW,0,175036296727854
GQiWnDYrzHMALWG9avt5FCu1wisAQHjGY5ve7GMBiPEe,0,174775363485768
2XmhZKHmfjku3T3nC9xKhgr5bm1CAmWXqNsNt49mo82C,0,174397115202772
4BevYSucyVnLL6z1ybHh8KH5FnAhJCbX5gYhn5Dfz1FE,0,174205436984898
5WgvknZoXna3Fm8qiAmi2D4sZg6u1iyCWNXWxhAc9p4B,0,174098637847012
EGxRiYuhVeAW9z6g2vXrCiMsqUGoE4FUi8NkqNnzky9Z,0,173683697578258
8WKbFye8HjNa3rBvx5jEd9gYtfLLXwXg3wzVhavvMSva,0,173443115210388
FdH9QEQBxPQfaF2JpcjgdfcMnDb7rjZkCDRCWLRjTQwj,0,172681610648086
8Zh5A5Hs6bJFAyWrLGMaF2VEUVbXFANtfuw7824Hd5XV,0,172432937777056
2VKu11f8zc3huqDQUN6WJTFpX32PgHpXXjf72P6YvYMd,0,171961021517323
C1WasioKLnB2D9xiTQ2aDLS2cWKzaHLCVdDNMvgYtNMT,0,171369827281359
EuFGYR8gvg5SknEnYj8iGneaHWNkGvhYrE5ydvXvLpfX,0,171032049951978
2nUejUPz8nXuYsa2mqDJmdjmyCb81KcLrQ9QNfzTNJGk,0,170460231367994
FxE69xVkPAUYh3Y2QCHJVWwVB8x1F3wbHnfKGoUvXn81,0,170425473478750
GS7tvhfiU36vp8q2d92buz3dgENidvA3bWNpRDFcvnR2,0,169504155605440
8W5yW3AH4GzyJgobuRiSLsz3sU9m1XNumm6rAdxE9qBB,0,169480797189912
4LSfKc2sPZEvb94JeKvySeThmRR8ySBWwRuMz6Pvj4Zf,0,169021777241718
7HMHSdQkjDwz9Q5zAhEy83uzW3XHJchjdpMYapKXcKt5,0,168982349245114
AswkbUbQZz4guf3Ex45LFPgnSzFjsGumLCaHd142cmmx,0,168539031708371
6qwYjs5vCSEKaTMBbHinnW8fvdGj1r8cpzPoAV1EHKsw,0,168426859923464
8Gr59dE1LhRdKeN7EcAFAoKSk9XYVUVPPL7zWc8myrma,0,168397791387885
AVZ4FNgAd17BXjRBRLLwAsMgnoL42bPFnLzPHvZe2vb9,0,168198424696417
Bs19Z9SokV1s46jutN9tqqaCgYf1GsVyyytVfkzwn9qK,0,168089836337564
apySoL1xCcCH6owdwZv8r8PWVyCHkGTGTHm5PCxsR3E,0,167714962672044
6LCpzSkg3Ud1SpCnsYtmByWiiW6tcjSPNmJQmFGQcwaL,0,167228193061877
nSGZ3tv2UhskkPqiB666yDVj7PTi9qKgDqvjHyw5JgM,0,167052316169974
3fHDpgV7GG2fRirqYNFvAUfH5BnbQnRYDqeJBpVFKm8s,0,166762902917214
6xz2hw8jSQ87Db97U7Z9QQfWUBNgw5Hih2Zbn5TWCiGC,0,166710557979236
CTwsruptUccEtZGNxBDbuusHYxkBX3P6ndrxVjSG213y,0,166643744440289
31GGcXa8K47viSJMSk1thwPWbuF1vBY9tijL5wH8FoYM,0,166061734875849
EydLxzdWfD434DDxZYXkTcajvK5VKH7p6CofEDCRUkJ4,0,166022773729403
Ayk5TSNbnjQn95BGnz4ugkcm1kAtEwGcK1jRYmqrYvKN,0,165920210266861
Hu3b6mGQJ5jRYRJxdH4kZX6VAyw3p4LAmxDBxhvXVKje,5,165669552617977
FjYEr2UCeFzNfAKiFrbhG34Zv8LxbmfHYAFhAfc7SLQL,0,165662195924129
8hTi1gRAogrsk5uZustzkFb1SKgpzxLhfYWTJ5xBV4Ww,0,165392322842105
BEL5CeekyNyWdocqr2YXTVVvYwzeActXNGMPJhmvFVsb,0,165130468527890
9ppJrpsbbuGNjiMhhD52Ueco4KXUzVfrtNQ6tAcDab4f,5,164850859789555
7VAxhRUMuGWf5sfE51pjjFmydcER3dfaXv3G6ia2Pr74,0,164224018625695
3hsiTfAvGGPxUdrEoaKfdju7Jypm6YDLFZcZ6dJXGvmT,0,163977435411909
HyperSPG8w4jgdHgmA8ExrhRL1L1BriRTHD9UFdXJUud,0,162132885905302
CcTtRsmLJEjqsv5iyfXSYwjaUJdfrRK7AU9cHMnQfTb3,0,161900752074443
DViARWAWKkxAzp4UCgbw5B9pLSrBY3PaztFErcwgVUKX,5,161842376117933
HoXANZnWTGeePertqWkMEnnhgXjTjzpfWaT2kja2ZgVU,5,161149000279482
9Mgsqzth1dguCQQRdV7acbT2hcTPq3k7TEv1KM1Q38D4,0,160079433494787
8ebFZA8NPLBZD91CwsG1HWQsa2B5Ludgdyf5Hi3sYhhs,5,159787667733104
EReBoRDj5Lv9y1FGPXxFCt1KAgZeKqa8zJNZvkoA4Uoa,0,158196762140913
5XKJwdKB2Hs7pkEXzifAysjSk6q7Rt6k5KfHwmAMPtoQ,5,157435205137013
B4dn3WWS95M4qNXaR5NTdkNzhzvTZVqC13E3eLrWhXLa,2,157425110966438
67joanjyAoVmb9nZLyX8p3Gx9tAxzXaUgHDe3kaUH4wf,0,157021105548291
Fj8QKDuNcptyXT6Cub2TnjWs6zZ3qya49dw8q4DE4f8V,0,154687325183762
FACb6bbTDRBHCK999V8ox8jga5JBnt1r3vvzmAYAMv2o,5,154003830028937
4XsMU8KWUA9JShaei9GKFVPVihx6WZ8hpXuVgQPkAMFg,0,152233355991389
caraQ1NEwdXDjP8RE28XhiPmzCGNqF5zLNqvjoeDNQ3,3,151796415587782
8SoTWVJtTAs32Yb4E1N74yPX6fTs2pY15rdPrkF6UvUB,0,151724905453908
CpNnGGhgVATJAbzHUXdrcGfpPiGuZyPka4QUmH7YgavX,4,151706031416615
BCeczqpTRPigndHVJu1KEzno1Uhb4hjrE7ttmAndrV1p,7,151490979475415
Csgy8jXn6feooV3ztGPhuwCcneWhFFBFCmKZSBwXK7VV,0,151078424508068
9hQqNe3DQTiwhspatewA8EXhz12e6sq5UJVJ2qNRwnTf,7,151044001694114
Hj2jzpAp57KyM3SmnYwJbDVrQ8tTWizMon2hhzYzwxet,5,150391861639331
mastWEbKEMjvBCd1uaUBpNjWcfSPhXMWnH9tTrgzn1g,0,149750550833088
GG7Bfjnhih9LiR8t425is4hmtDsNCVTubKHn7EdiNRCB,100,149573992868480
86ajwRu4xCfhM5ALAaHJqn1RVZLaQapDkGcnuufyw6Ub,6,149535933711727
94HgFvsD8zm7UXJ5KJxN4zW5nsdhZWY2LFREjfaFEHwR,0,148447066053323
Ds8JW9zKEAbEnCftSYYVFMiiKPR14vDHY7zUfKyicAhD,5,147602189217069
4mzLWNgBX67zVwTykNnq96Z6KQLc8UyV5Q35EfVCDifC,5,147210797513388
7Nu9ckgtjobZ3MkbadGFKEvRymYuah9HmcxiUJKMM9NB,0,146007508275209
HgozywotiKv4F5g3jCgideF3gh9sdD3vz4QtgXKjWCtB,0,145439673318091
2uxEHizFmmnLekKG2LZJwxNabhpymEYfdVCpgDxjt87m,0,143938896127435
8AkVj5aAtJ27tYXeq89cnSf68V43NarFHMx2iSDjZv7c,0,143711424261690
1znL3zFHi3znoaz6T6rnnEnRj8Ar3fohDq7ZNk37sUL,0,140162899457833
ciTyL6re3u5ZNHhEwHKj95QTBw7mGhfrVa4yVKyLnNn,5,138522211311420
4zYgFH4jYZovXJRCug3nwtH9MWGmmfjuXyqwLw6uMgSR,3,138305435825959
ALp2GdA1eJV8vZHMHazCtTxNXe3BLUSco9LDASgjDs8R,0,135964415719446
A95EBv1isSrZteiN6pq7Z19y9Bvw2fjHRtPdn4QsprDW,100,135257997868480
NWY18yrPHsTogTDq78HpB51D7gC5AGRsvJ5pPqSchkH,10,135204454348833
hyp3Eo67t6FgeuWg5Qxbeme8NPXJPXXdKT4iJ4DsLf2,6,133067432939890
WUNoB9YQXmXXRcJsjY1G8PfVag5aAfnyGmFd6YwJVwp,5,132661434925274
73hojLdq1vZDSxeVQEqVFJ4iwLngdvEJPEpEHkSdv6BZ,5,131655821635664
2VA3q6DbiLjbrLgnkiZ2fdyuRyVBkYRgqBDwA6qYiSDD,0,130153333742754
phz1CRbEsCtFCh2Ro5tjyu588VU1WPMwW9BJS9yFNn2,5,130072537073442
4JryygoiM1j324fYkeBzcQDcwRfd2WpgkEzUePFj1rJY,5,129356609133098
sandyAcb7unf4DCYzjtAJrVT9ZqofBGH9xfY5DWC2a9,5,128979765617064
4PzTWXMsSY8ueuEZvcyVWhHHeMy8sHp5SqDtT4ReoZyi,10,127531344709982
CVRr5oHCAAooVbYze7CvXtRp4FUtkMCSqBZU7MVu8v8e,0,127099318414207
7knvB4bbqHCKuNp3ef2hJWdwqoH6WAUi55NQt6LdRfkx,0,123818478325962
FrZeANddjGk97f5F1GyDTPfqCAv6MyPe2UyegQCHBAHr,10,119497486465986
7aR6AjK87ehUxwEJrPpnoizUKtxJKxqZCQCEGD3h1Xgf,0,119246010637770
E6cyDdEH8fiyCTusmWcZVhapAvvp2LK24zMLg4KrrAkt,5,119177452841939
5NiHw5LZn1FiL848XzbEBxuygbNvMJ7CsPvXNC8VmCLN,0,118614846120880
FCWkGAHDWK41ANjiaoPudkCZRkvTecaEkoZQugezUnpr,5,117353480889879
57DFXC69mwmZ3iMSD8aPifiAbygJbkWdcXLziJVszwDr,0,114841697416670
ExnG6VdMubFJfrB7qereo3YxUMyeZvTuZUVKfv7R1YZD,0,114745072926206
7Hp1e6BrTBkbBN4wFiNmycPVPsjvyUUBL2tGhYEMT6gt,5,114352236582138
9QA1fzbAKJicmRoFa9wFnYYx2PGYn97s8Nh6VojBMvCi,0,114004604263760
9hrba377Zj79CXruwGWuorFpGVcYXJHqpQNUjRZErGn3,0,113187160915172
2fFev6gBMMzfUzbSdVnnSzNXG9W9iZ9UNZuWpPKJKKjC,5,112618847897498
8quzaRSxgKQr5HaxcLHXk4JqqMhb2J4PGokqjzy1MFDj,0,110293288844377
C5G5FfLmhhcY4oGJ7vmXT472BU7LixPiVofNbs5Nyv2T,5,110071046935249
3DQYd2XcoFiKim2Q6bEQEx91jnjyX6oNiG3C7gEHvEko,0,106822579515154
PRGNnb8DxVcP2WjSHfVRGgc8SkA5u6dbMwoTVV1BGKN,5,106761193122721
B8m79Xf3kp19suGMJkfXZDDHCmMP5vWHuYAdirtswEzD,5,105951636844833
245B9WFHUGuWycSXHagHXwsXGcxDkNYfxWBaeh7vAHDU,5,104316142679428
indMGAW9rPd6d4Pe8YoN2gYRhUpLmEDdSGeQVo6kJ46,0,102686558510536
radM7PKUpZwJ9bYPAJ7V8FXHeUmH1zim6iaXUKkftP9,5,102535602316909
4JahMMrVRS1gimWoXpD5H6KwKc2MrsoTDFMaStMttL1E,0,102256622205356
EXsJCamTqHJqRqNaB4ZAszGpFw6psMsk9HfjkrrWwJBc,7,101750964681357
CYPhera3uWNjrkcYe5aixQvn1SKBS6fzpv7VjJGsdYim,0,101447260942819
6gnbmed7kzwQVQ7ghsjgEuCoYmGeWciV2qCwni6WS6HU,0,101412798991629
PULSARKCJTG5xMoJTxaKHtVzr9H4Kv84haZnnewArAG,0,99974472498625
FyLVPAKkgdAy8Gn9jnFYN5yjC1ubQWRkw2EHt2UnC8uA,0,97059305577642
KBoNKoxPjdEmR4TrV9wH9wi96x9vSAs9NET94h91SGJ,0,95152540074422
A79u1awz7CqnxmNYEVtzWwSzup3eKPNW6w2Jrd56oZ3y,5,94965584380701
ABC1U4cf9DZMwqy8ktEr4WJj8VHmVBQibbC57gEJthwY,5,94653485495467
7pR7t5axFfkg2VZB1uAuFNUvpAeowq2v15J4gw5MmHTB,0,93815762793691
gridqZmeBcsUKT2Mv4M9YFHFN3tVLFb2TCtTcLD1cAd,5,92979740500227
3KNGMiXwhy2CAWVNpLoUt25sNngFnX1mZpaiEeVccBA6,5,92917209465708
2Ue9zGmDnvYRrJNEjuAdNkbbickw6fKWtbeNM7T2rakg,5,92587798079144
bXrKVQy7ioxnava8tfpnB77mnV5S75R6icpDVyoZvTd,0,91508109357658
66RAWQ8kUE95WpuJ7vkAS55TWfDo7ZonyTsLeGfs7dt3,0,90212890444717
EoJLNYSqtc36po2sD3NKZpv1NEu4UmNWTdG84uJVhNkU,5,90088533515546
ELYBBgEypG66vNBfM3bLXjekPc72d57KyVQXoiwDq7SV,0,89792882566682
8YZpv8JDZmqWa33NpBcDSUbUzC7qHXnHPSsYnrxzj9Y6,0,89711688065964
3L7DRu7kTxNX1X73KxUDGeKjtHEhN1fd3cfBzK9QhH6c,0,89067009664866
76qvvT56uoMDwdCZEekRH7FJZLvhkgmoi2iNuTK7T9HL,0,87388023260266
6xUK9Nbonr4eoJNtHGoUEMmYKoPz5mipKzyDBv6deX4d,0,86654036207850
SQDS9iwyWvT2mQbSZzuNKGoxuBug5jRHouF6SuMRBkA,4,85987830983915
2hUq3Ma9FCLm9jtkHbd5V4QdeYLvwEGubHZ1JwfSe49J,0,85620993009353
5ZjxMYBbnKd4VFxLjAChSWMTeQ96147HnxZvQJxUseHV,0,84919438595924
138KHwTqKNWGLoo8fK5i8UxYtwoC5tC8o7M9rY1CDEjT,0,84761350199187
4kL5QD8ir5CvkuvCUnQhBDuWhq3Xfnz3UfQLt4CqPQZQ,5,84310673799681
Spiky3mMSLHGhffuEhYR7ptMNZ8NddddwrTjki4VhWk,5,83495131361934
HsGWhcLqVsue45i4vMxku3YEVGF5cYxUSTaa6gwieSGN,0,82396147565261
YCPQcW34J4sFY4ygfRQfFd4gckuHocXb9vZrPjd7U2H,0,82106782816666
D8kuk3qEiVBGwYkuMGKfBDwuRi6jjRkzjAZg45fdaRLx,0,81481444511291
EBoyo2DA2wQtnfGgVcGUCi48MguJFBNEdMt6V9dSns9r,5,81190522531870
E3HNUGWG9mggTLuxHDTY3sAortjTJTU7SwwEkjwV9REB,0,81004330163633
7kwZc68XSEs3bgPcHjh6XKUG2t5ocWKEZtnVJYcEjvPs,0,80628049492233
F526RZw4GpT36voyRJ4vcktq6x3ZYKJfCWGYoR8U4Q9N,0,80610483466865
A1pHASAZXuR9EWexFBY9wttgp5xgLfwPjZYP7748fm8e,0,78150351986671
3RbsAuNknCTXuLyqmasnvYRpQg3MfWZ5N7WTi7ZGqdms,0,77564209446123
Hhn4usDjnktbPURJHbi4YrPdKudBD5Qq35mTcaQ3Uu6,0,77035610522468
2dxz129YxB1xtf7Mx6HUT5JspexArNNtQt84FYueWZV7,5,75798695715969
12bb1nuyLtkzQ1QZfmr53hAttKtFPQyHczAmfVmvqpCP,5,75236875047718
7XSCAfoJ11zrQxonjbGZHLUL8tqpF7yhkxiieLds9mdH,5,75174366692004
ETcW7iuVraMKLMJayNCCsr9bLvKrJPDczy1CMVMPmXTc,5,72663483768571
E2CDEydLiR9oxS58bdRNdoxmd8vDnWLmEE8VZLQ6dmYG,0,72597190332113
gangtCrQg5RmKf5yxvhvZThPugPX58pDSdQ5UuS26vN,0,72404243025787
7cJB452VqXe5pM9f6YKcTziWmoHE9Tg4jNWTCpohFiAH,0,72043749270448
4ZToBgveZ5m8NySrDyPA2fiGVRVBioaoMXD31KGidm65,100,71999680951154
ppppoqHcHVzigV6SK4856BAsNxhTAi32hqQQWrziyHE,5,71929441025869
farbZXR7aBQSMCYiUXzoS4pRUsvuCZ38f6AXMXiKACf,0,71327449258106
BxkAkLR2W3agWtjMXBNvhxmB8vsn7zhjNQcyfost99KY,0,71193542234114
6m5vsg6XfsVUroo1zzZmB4YgFmV6ykLiwEXb6choovpc,5,70325736861053
NFSrnTdFzSs8AVVMTwKeXvERJGh7JTfQ4T9qKz7iJby,0,70029252874670
CAN9K3yvj96kpP8hVJvf77ATPHFhEMumqPrutRebXVDi,0,69964668421735
3qmEGZpEUFYxXiLU5CZjSaUy2X28oV51qVLenKEutYDe,0,69964485638539
A8vNkfP4Rv6msJyuXgwvUSUUu5vPfLxMJB5ddNkHaCGJ,0,69950986708660
9r2CsyjRTmTRtu8GFk5oJRSQr5YfSENxDkf3eox8iPLa,0,69887576404634
GGRsVQ5fm7GdawVZmBT2tY9Vsg7mw3YKDwFbofqfSmw7,5,69620522541142
sbidYi7fbif6qNsMpwBKvyF5DKcLCbjaegpADsKqNux,0,69435522738576
AiBEt9kE8yZ4CnaLfTCGMp7Fg2wCtqhPTfvJ8D3zrLfu,0,69282063422683
Dmndrr4ovTS7zNJrWiAhqc7K4eJNw1kS9kPm3eWuu1bD,0,69273465938889
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK,5,69160541695812
8A4EdAdJ5NkEH9waDUEhKay8TBGHX3RTu3NEDXKCR9ib,0,69130332064124
9jnYKtJoHKsR5XudQnvR9cXTxeorQf8C1wqZvU79govG,0,69128316515052
Pis3AXoiouAbhdtJ7yqz4EfhpyVa35CwnS6sqqSAEgj,0,69080254270408
E7ioUmS7mgmd8rHg4jKYeCE7i1cwNJN68BePFt5nhXB7,0,68996938728020
equByCRR1MR6Cucpw11jBEzJsZ3fj77U5uEqVZuvjKX,0,68670035731447
6pEtDovpyd1zUMYPuNhMCPU37sUTEAtzzgoVVAh1G1JL,0,68666710027678
NDidRjFaTS5SRLE1vfTP7bGdEd6cCLneD9wgt6NgPMU,0,68599586611835
8oDxJmtcfVyDsrwSwaUuTBDwDpm1utk5SXneGByFKn6u,0,68582420750765
2EutAcbv7T8it6PfPQ7HbK2KFMnMC6anwkX6C3RifE5M,0,68523742160113
5yRbBQY5ZKe7VcuuwCS8wVvMfcq41gNctbdhK781Joep,0,68494638854876
6r9y5ekgj31rKSxLoJcqbT9iQS9JLwiYyqXR1iEWkN9q,0,68352123811509
85YBDL6Wf7pdJBNqqCEuW4hCD7FVKv7gqnF8cKZycZmA,0,68306116209132
9HiuHYVDnoQz7xdL2NFmZdv6S2jYNUQxGg7taDwrZ3gy,0,68136029203897
5N9r2ne7dPgHtzeHC5ETJ3DAueKQiXSU8KAmEZrrojT7,0,67763695540489
Secrpmp65pBPrQJdXsJgQ6p2jm6aZ8fMnoY2FMyqPow,0,67635747526494
31aq3x48y7Q6QvH6WbVmzKxsyJfN7bq2bjgbJXTWkL9r,0,67341572819465
bcZxRSozXDb61a77rxL6n9yumsbatqC7RFmZ8Xi5K8V,0,66979816460560
Gb2M4Ee5ciut3Cc3toG6UrXJohPPiLcT3RkUaDU7dHp2,5,66897240595996
6NDen7aDi65apHo8m1Vea4nuS6LyjQeM6pDNqcW4Q5Pg,5,66224495952664
DCdTPyDbXNHrmdv4ZyPPzEfY4mPAqH4hDPtowAteoNgv,3,66192269248260
DXPk4iAzYboXAy2nqg475hMycGXJACoga5LqmfJXM2hB,0,66179613049706
A4b399d7Q9g51qvSHdHpNSnSfDsdP1wZCg45KpNeHGdn,0,66146802878160
HFTcVVrX93SJwYHAiiHAssb3c4zXqSsF4mNjg5arGPEj,0,66141983467467
3rqEEEGjHRyndHuduBcjkf17rX3hgmGACpYTQYeZ5Ltk,5,66018559009105
BhwrctpZCQqwZHFHhgsnZkZG3btSwAg5aBtDPVDzQriG,0,65826984134577
CQaFuTVTBQCcSpqjMUjdpfgeygbMPVJhobHxV5FitDFu,0,65504015605531
9SjGU3tzdEXfLaVsLpnTwP3inBNhAPMq4XKupUf9Ms5E,0,65473096688381
C17WLnQTPjqXgmnpu2F1WfbeXdSbzufvnMHuS6XHjsAZ,0,65406533761954
HYZbBUjBYX3b3UkkcxTS8jR5h19i28MbyL7SsB5HWNCc,0,65370593242006
Bat6DHawBwy8k4fqsrgkSMb33UWWCDyiXH9AUQBrWiGX,0,65225500634486
9q16BB7WGmBxf1nJTdxH5zPnBUhtHqdqXqRFjSjuM4k7,5,65213884662752
FPwKd8WmeugZLZySCcr5RmqdVnQvJ5zRQRCy6tnkdLQF,0,65181484732008
LytENd5zY8d2nG1o5r4oz1CX5oHv1W13HkMmPgo8MUg,0,65164208107602
DqRT482tSPAyo9LAyXnqT1wgPFVwFTVFrT5oH1Wv2gyx,0,65132054613886
43t4YbjyH2XCnifhBibxhzQEpcLrk7PFS9719DHMSFfA,0,65067312751121
HKs9z7P19aG4yVY6iLcW3wG6GBThn271fzXjU7H7GtQ2,0,64791002302096
AfZTWYoFQbzqCMmUBTD7XwxFvjob1FVyCvkaXRryxtKc,0,64670683234326
6CG4D278TqWKPjoJqsyFSPJWeQGRg7n1vs4hM5TtnNuF,0,64660174679023
Bkucd9XTD2geqNsgcbMcqsSnLhqfHUuDvAUSGCXsJBdK,0,64297168372722
9cDdzkrimGrsNVKKRtN2Q1ydBwDxjDtPGyyLRgnUYyAQ,0,64291920347707
5LqdfTzdPtnqTyKaduT2eRvtLgfGucVCJ3Gu1MmgtEq,0,64291876557909
A31PGH4i5xGn7SHWpsQRhpBYUwanRuqNrHBp8bSeCSEr,5,64201557204438
7htu6a3yrQgYTq9XS57BUcQ1dDKnCq7ETrowgemS97xs,0,64007345965996
CoG8d9Fp2TFJRkAmrPMiPsGhQWHzdTTVoegEp9svRgmJ,5,63660326521009
EwUVzgSPe1zy2hfUGZxJAEP7Y1wheNgNsgratbzPELru,5,63471048439773
8fxC38heuNyaTTwFQWR71Fet6W3cXFpysMqhGAz9inCL,0,63431523394817
AXX64w9VS82qbM6WP5FHSPK7qbnRtzxyAvjARsencqrZ,0,63344118728273
samo6iuDYftWHxsyR8JousHuU45QS1hxbvnCP4Pbbr7,0,63280803350551
J9GZMuGa6LMDW6wMRerpkv2myqPnjNGSaRB5Z3KsNi3f,0,62882820334451
CHikKUoYJDqFK5mPPtQ4ip63n4DZbsz9gMEGJ6a3t3o,0,62481140393018
Dq3piY2ZcBvNN84j2EhDLtTzRAw95za7Eau89pNcmSd5,5,62278918970070
2mDrrmhSzpSyaF12izGk8hnFjtKCGeCFPwQHpRiJDby2,5,62214077172124
9U4WqNGVywKt3gG9HSt9tGVXBDXJvgid6BVweRysaJmg,100,61845690623461
7zAHbRxEQaNjKnQMjFm7j8LebHSGfzsQDdm2ZpUNPa7G,5,61621491449328
HU8uKcH8b2GRD5T2LYKDzV82H7CiRLTQLwYTNxAD7b62,0,60955526660564
BvhiaiuBMoZJG1REnfrNEzMS5wJEpAjmXBUAuWpF7Jij,5,60927733123520
NLMSHTjmSiRxGJPs3uaqtsFBC2dTGYwK41U18Nmw5kH,0,60658913140435
7MTjmteQHhthwwTZhUzsc2dP4NBvGNRqj8jzdqNxHFGE,5,60463127299963
5AsoSeQtLoN8eLsf3wKrR3LwxHME4sTBGR6dpTCP1k3H,5,60323650193252
CYkkaM5KwoxaFtZcximkm1DFYnABdiUUUvJg1WURDRsh,0,59964573450789
6Rk694kh1QTyQkirdb1uDZmS5xqG9bNaYtxx8d311Mr7,0,59942463816462
HLv4d6uhQ7ViicNQ1ff6RHNNntNzmq1bATLne2kCW5VV,0,59917268268378
icex1C6pnZxznQWiHZZANjGU8nZ8kNquFnjyY7XXrXE,5,59173737821302
5cCWaWZqWZ2D7mCW1QBNL6pTRL2jGJ5WfrEsTaNSoPXT,5,58146850879683
B94PGWcxE9iEDov8sZobTkqEY96Yb5gfcsYWSWpQxh6S,0,57786970021705
SFundNVpuWk89g211WKUZGkuu4BsKSp7PbnmRsPZLos,5,57597744078438
KTMkUG8WCw9FdH44jLMBpc1teGafnYL6SgP4fHHbsNM,0,57498831520746
FoigPJ6kL6Gth5Er6t9d1Nkh96Skadqw63Ciyjxc1f8H,10,57243343609352
DAS6zKbzVe5DFSwyEgo1TisuWt31HjBdZxzgBF2ASiju,5,56871806798117
AaDBW2BYPC1cpCM6bYf5hN9MCNFz79fMHbK7VLXwrW5x,5,56790777500981
1EWZm7aZYxfZHbyiELXtTgN1yT2vU1HF9d8DWswX2Tp,5,56341412230128
9NEsaMNVEEPHCdgxUzeziZdgx85LS5za9LVs1rQDGBdC,5,55991239323377
AWHfhBSMN7rX7NEDrKNfjnUyR7W1xpfistTy6w9GqT6U,5,55708236621018
HSX42dhQPTaVjtwMQXwGTCobrs1HnxZ8G2J6JTnPXpgP,10,55680454981583
huinBRP3muBuqZLMW8ARjdn4mBnEmFFcxiBzrkQz553,0,55523118242866
mythxvB89eT3C1TKwwhsvdHfYq2aoCt2es8vLoDFYyk,5,55449776892475
FSyAsxcE7g8pSSEu5nx7Hkz44rMZiYio5Wz8Lszh3Nbi,5,55243338899133
FaHhtym1F1ZersAivvZZTEJrmzrdTwTe3pzHX2LmUUFd,0,55161437699125
rapXHroUoGG3KvZ3qwjvGMdA7siWXwXpiNC1bYarvSC,5,55105863092468
3iQqh65Gby53aaYUF8ocoiEyhBs4aoe7BTYYWvy1c9dF,5,54973036365761
GdwLVjtBMZEXZiLV5iNnzSgunYmr1D4Fz2CDcEsT6HA2,5,54967613278987
Ed9WjPnZfAXsPttcqxMwj94qsuXVRyBsyXnDkxFva2Zv,0,54757686063256
wetkjRRRDrSPAzHqfVHtFDbhNnejKm5UPfkHeccFCpo,5,54464732897793
DQdBrXwhQfto36sZRLf55wD5jwd6d5bJurNCM2KwXBQu,5,54460133601351
hxMhrsuGPDmkLJ4mTxEjyeMST3VGhTiwJvS9XgHwePj,5,54309468750774
CmHAicGXp6boDhgp7Kb1JbPcvf7GstyK2yMyMxZY2pKU,5,54092649629648
pgixuWVfFotnasNyvc3CkRa9nzQRXFpWTwoc6Rb22kb,0,53743209508127
FzaAiLVXh6xXAFCfJNfBVQVYJ884zWz3LZVVmC8iRgdP,5,53662268108066
GwHH8ciFhR8vejWCqmg8FWZUCNtubPY2esALvy5tBvji,0,53573588151617
7aL9cw8khXDftH1JcWrPEe5U1dvobEHmvQW1DEFL7dRL,5,53313672512316
N55CrumveNQrXFn9oL4xkFDB9K8q5PxwrYaAomrxemz,5,53268090583844
ECd2JogmL8Qr4hox1zUNEn8aHFchE1tAh3JXM4UQBzzo,5,53094381200702
9BTM7PK5UH351kWrkyeSGReL1uYFhonctTNuRKHFXvMr,0,53083443864431
AgG8obWYeVY6nSkPYqDHXfssxdcG68GkuBikkearYRv1,5,53029371591792
E1SFkvPjU31xWMcvgnX6vhGvfRvb1zXvHFkqmQNEGZKK,5,52990153970686
3D31JtXceje3h2QQynhDnZ1b54oY38rMoJBnFtGdBz59,5,52867921786731
Frdg1NUoQaaTmASWNTrtDrBU5PbTnWtUvtdCr1XPNn1c,5,52728076474062
5VrW7YNBccVnhnZVmooCePdLFcs2UjfxRT3hoY9mN8Ec,5,52484022227538
scs1Cbhhi1Zmdb8VBhbYnWeogVhV13FB2ZQ9MCk3sCU,10,52313240946390
scs2tFfBCobDRjkYfhQ59saMg91teNACbje18SraSwg,10,52281182765175
sce2qRjzVVeH8um2zrTfF7RhLCz2jYiiu8m3R6cskZc,10,52250142714125
scb2ttMZrJv9BMaU3JJ6TdRapm2VbMG8pMasup5HirK,10,52248682258693
scb1MyTW9a9kHW8ZdkMbFdkn12GH5PXtwNd6C9cnerb,10,52242251265778
sce1TVNf6tBniHXqhkj7NY9wxaBsoQrpXKzfYXBG9v2,10,52231594355337
sce3PzrJU8j5Qa7WtRejXq7hFywUBh8jutVx929Hagw,10,52167665354617
3WDh9HgusCujDmXCVhophLrHvoKHQd1Sd4uFHz1Awo35,0,51861425418609
dmMwc4RazLHkvDZYrWAfbHQ6cViAvNa5szCJKaiun8S,5,51763371177116
mds1rTnYxwsqrYuzzPitGst7NxfpYaP6YCDY3BgQKGd,10,51338011727344
mds2yZwWrRhcNa1489wgRE1G9huetwJjD1NKP7PbNbm,10,51284527996269
2icWF7TvxyycF7d1NHpMZYuJJqiRy2h7wmjFSbqUij1B,0,50967642985403
4mopxYfAN5crk4MT7pSCLL754Xo1V678wLX9wDFJTpvD,0,50894937807989
anaURk6xNjBeGx4DtocUYwoohg45zqEtQBijdBWRnQV,4,50577301606939
4daH8Aotxpk68HsMvws3P5AQL3F1gVTA44jqLaB2GuGx,5,50553472977802
