NodePubkey,Commission,ActivatedStake
mds3Qp5MTDH4c1RffXXUztY75n3zh3vnbDqbBizhTTj,10,50523754542980
63sJMcjh8r7W1oXjrNZrG4nc4UX6cQVonUHp9vGDUNdW,5,50470674152255
2xKfuXN8HqaEi5L6Dwy2qZ3a5AJPM2hmZ88ZhgZgscom,0,50405699669702
CwhdMezLucz7bcuWzStpLXgrzKGC2tBBiaVmJZjfprRN,5,50315406150447
GkENwt1ckLtrNe2XBkizxLo6npPPh9WZqsgeHgDGf1hK,5,50288400484651
4vdWYn2KbmQ3Dns5wVBfz4CFQDds4b7CpsC8MHBhHAib,0,50241647005476
As9NxA9bCfhrVLAFyGeWG5X5iLYPGhU3R7nLfX3tN6am,0,50088116841230
6XUsoRDfb5YrGy5m6HsSiMjFnSvKKbn83qfadKLeswKe,5,49711813217668
Fumin2Kx6BjkbUGMi4E7ZkRQg4KmgDv2j5xJBi98nUAD,0,49251278194493
FZrSKKsKfZJovcQWRQFDXz8DbHKCSRZLZqbBAGd1dG57,0,49171677136451
CNRyYnXZjryxNdSUwztdmVFVuQPXvugQ1d2wtRTjjTb3,0,48189658049104
6aiX7kVpUovCpbrLsMzG92qHcyhBrFcviDWHn2VzYYGB,0,47693050842218
4vvaKfJyXfvyvk3Uq8CGMTWTs7ATw9mLgK4XbpVMe1vo,0,47626088357000
AAHSdsnRREfdQNzDGRxai8CLXh9EPCoRdwULPqBYd9fb,5,47611664194787
GUvKxvTWHXcy6o1e3WQnzE4vExVYgKiZJ8oBMqrqd27B,0,47599354392622
GmZ7xFQ4GHDbQw4CSnFT9pAHa15u35qTN8e259UrBh9D,5,47154870019958
3tm92VTxwyZ5MDhGoYR4tVTkwWYkzfam6hwBjauUACCk,5,46937966209118
8augxYLUge2iWmitQMwbcBL5VQEpsM6aJdRofhwpnzyw,0,46924371612853
RhoAkvPz4uJY6F5EnmBSHnFFEeyA9rt9Rvp95G6HraT,0,46869481468417
SscQkTYV2BFQYGGffAmTzvefrFrw6z9GNYiWHstVZ77,0,46822795930604
CVAAQGA8GBzKi4kLdmpDuJnpkSik6PMWSvRk3RDds9K8,5,46750455048403
LFGGGJtnBLvq78DyMz1gTeedM6f8owck76qHThDABBC,5,46610866781590
D2RV1q6FgePVVjrMa7AMzVbvvAeg5oS7TAV7qdNKSDsX,5,46576939847840
CGoT67sSerk9ckwin6yY4mna3ymLxxKNqdYeQZ9xNdkD,5,46543866509213
5HXxjDZwm7MAZAm2aCgGcGRr3SKiwugcQymoByyd7pfv,5,46055951834697
8gcMmaEAXfRZKcXHeHV2x8R1ebb78inTr9xhhEuNNoTt,5,45924558758167
Ap6kBVijRQTXru64yEy1ax4RMzsoJHxrJtXQXi76kd6L,0,45830513176016
CiR8HNCfkjtcongPmP2DRdZPnFgjSbN5gsXdjmsXXHcB,5,45816154270366
Gd33fENP1XsBimff41s1EWrs2kmqfGQqEJ5CQPQB3Jwy,0,45767810828161
Fudp7uPDYNYQRxoq1Q4JiwJnzyxhVz37bGqRki3PBzS,5,45541014535083
GJB4EwPmSu5TXpHKsyqFVzdpoJyiati1aVQamUYPWXuJ,5,45327567476305
CQicKXFGuG3JGUHWYyuGQYuGJ4PtKSCDs91kbW7G6dCm,5,45194457385121
if4NttF3dYuRApxa25zmGmRobehEo3kU9jyeuZRHsxL,0,45156453139936
5NMUFJ3gJxGw7tqJToRUghX8VAp75KKN2QdECZXbQoT7,5,45090564332350
3sEWErVW8kK2frAk1KZQ5p3YZt1vzL6Pb6dTZJRVSPpz,5,44719164708362
DqBvkYXi7HjdaKz78yakiDsaGuq1BKrQi3Z5JV6STctz,5,44662853912286
ByszyWdqC3rVMWy8f6jwK5cmwkpwYdwsr7UL58xS5vnm,5,44432382432477
HtWgkheyYcm4f5PCP3h7kvL6YYgjt33zs1jMBYmHPxUk,5,44425892951017
HVXXmNKkmDZbZwj74iL2Y9Wu4SyrchBoxAfFYVAktLrG,0,44240035815703
3x9nibnhgBHWKMRiGnsXJELRBjviQpKyigfrXtKW27KJ,0,44157800054085
96XWbKem84optM8RLHhc8EYJQG8CCWA8F6oqWMPHDweN,0,44054800227427
9z7sdEnttp9T9bzoRZumMcKWCU76RdmrFPi42km7Twb8,5,43835642074090
BwxhmqZRmVKfDkhb3ZvNUVdrLZXQBumMrvexoYrViAoU,5,43831437748558
EKHuz3Ag7UtYrEeterGVFHwYWDn2d6aXjnAAf2d5edLh,0,43829958849483
HSZfYvEn8VnrBsR5Ner7iWWbUcRvLsv1EMeLndnbhPgY,5,43827375508770
BuqMbtUpT9DQTFmWqo3t629Am65Vw4SsgCoMksDsryQD,5,43718296966570
FfdKMwFrWJSBdF5N3RPVc4r16K9KnQcVw2boCpkY5zVi,0,43493799101333
A24hx1Tn8KdhJaDLRozmZ6QtE2TYVwPLdrfR4v95JLRx,0,43392484058597
CJtJMo1bwttF5nq2noEk8YbbUikXWWAHtEYuqVbtNen2,5,43286650372032
EEN4pf92jyVoASZ6pQQMHcKXTF4d5T3cY1a942QhRasc,5,43279998495419
3Rv6ZVGUuRczP76322LyhTTYw2iM4avV4B5xFJocQJer,0,43192229769652
8S1VXBgZvCsjgnRAMvxknx5BKT7APb8rFhyRVeeTx1SS,0,42834449015776
f8JPS1sKWo8ewAUu6sufkDRU1HRCqYfegExB9K6CPA2,5,42745092122269
BmJrvjSqEnXC4wEAAQgscQMUWYjp9yTNW73nzZum4DmG,5,42739910520704
93fX4gLgnUkcf3vmGBzuNKEt4em2tHxgmVcbq9vNq4jE,0,42613078709310
8vvCiFNbZJCVuaCZxCAbAG58Kmzk7NUnDCh62xWerZLb,5,42577413157620
HnwMGBAw5PxaX56eSYc969MorEy2NzEMPLkmBkdnJmeq,0,42521377047408
DzLjgYbBhDN8RrWks2wjdCXgZ1Ez9QLBMDnM5hV4n19H,5,42497558537350
GUvRSvhhQRA1PhTpMaqW5hELHcPP9QP4W45tHFEbtqRi,5,42483124293385
B6v1XojHEAjwn7LB5tjdejyjNNQXWZv4KDAcBzxyjBAB,5,42335725916232
7BTbVD8t98eYH3XV17Azui4cUMLyfvheoJ6w6VtWivfW,5,42313846764031
Cn6VUkPFnFjJTg7bWdX72mvX6W2rqg15sNSvRugVNmFd,0,42242437279005
ALTph32sY6zWEBa35tNyYZ9eeLq7ShKmybVfJCU7MSLF,5,42163845701591
3K2sbebmoEQSmj7MuMLyDerewwkiFcw7nQGXtvygqzJ4,0,42139163779226
5SF4Ep9uJDZ8KBB3yvxqMBvxEyCV5gmLUqzw7nhG8HcK,5,42109504703421
4ufH2sFDbfazocHUsQeZaDDxpoRrAPec1V1u8byScnFg,5,42107490802106
8KtF9eXQ9f7Qa4zyKq3w2pYxGZmXfMYyLpJgRx1Pqvt7,5,42105193055781
FgHWJQfTqcMgPbwe6tQREmWwMXHLrGCHVMF4yuhNuysf,0,41988326690899
8a5oKmUfwQZwZHV2NFYmiRLNepySV6cNTjEoW7pEFZBN,5,41810590873780
ubmPuSVEsbd4W2gi85u8ZPisUNRUTVMXNCTR8AxDaxY,5,41786369206819
Fw3khiQmpKLSdNyoVR52WxbTWT9gjFSXFsZewknwLGb5,5,41781379452729
CKwRED4NttAKmB4D2aos4uQqXqH1QehRoZLdRkyjLdGm,5,41765603604809
8n9KRHDRDuZErZwdwzhtsTFJxmHqgCQ4ddZcdk6GMzvQ,5,41762612284795
C4iCqAQuheCTQYsVNxYE2rWWjBmq2UfAdivYDKLdR4ut,5,41720320571166
3KW9MzaoUrqXymwZKMph4kPaJ37JfCfw8LxsZnHnCBGS,5,41695800207207
DJHsoHQvqYjb8G2Ni6XSbBSHxmycMAsZksRDytQ2bntK,5,41690220478749
2jS8AX38m8F9C5juToW1FmTufEbb1DfDzZJj9HSJcWwo,0,41633282965194
6MMvVR2UqSkHz5Drt4mmpaS3DBv8kvcrFuKh4sWNGCqD,3,41577418458328
E9hD3ikumJx1GVswDjnpCt6Uu4WG5mz1PDWCqdE5uhmo,5,41552941445555
Cb2EjFfZ7Aom2zPze2no9SZ65kttTa4jR6Ug4NR6vpPu,5,41543513161995
9xsgKAU3pyKZZddPXdh5wLRqjdw2Fc93BL41JszhEpZz,0,41335504692803
3kiyzZdvgkxhkef8v8cgbWe7JJ6a7NyNDpXMPnEUpb7x,5,41296290372157
6h9jyRgfpmgXNyaWpbDpbxbCoF56WEbzsruhMwDn2om4,5,41295677477701
13cm6z7ajighVFYN1aR2hPQ3Rhp4QJenDbHGRmps9P1n,5,41240835263973
DziZfhYj5RcXFvanmsfmtRqwRteSNDnTgLNEawdZww9J,5,41154801261419
AuHhgj1BcjHsE2DJDvGUDHpb5c9g4n36MB1Pfq2kc5Yp,5,41141443356012
GtpcBib8a8AJAaryYict5s4igHCfvoCM9qVSXTK1scyx,5,41072730479092
3EwpY1E6YgXEX9MogkM4Buy7nNjNs8TLhUDWYwcCixJb,5,40945639873050
BhcJRCZj9y8igr9cubx1H6cRAwS9XNZizmDFhfRHrjy1,5,40885406871504
RFLCTDRBVZTEbXrCd92jnKghYeDJARb6ByK2JnPfQmH,0,40708349443833
HNz9KC2vFPfC7TPmNtzh7nCDWDBYTLpCbmn5QD2UYX9u,5,40704262314366
GwnQsVbbVsMhGqWV3gcVCF1364LRmftggyc5SmsYMLrY,5,40676475648160
ungM4fafkQg1e13MAzwzuvCxtTTiTZ4Xcq7KqnJRyVJ,0,40616594586913
Ft7vbKXZULMQyfxCaMUzbMx55YyDbAHP8WzaWfJpty4q,5,40470952577976
DTF5DM36Jc4vkVPJXbSm7wRLe6eeX1UWo72WQhxKJpR2,5,40450759131270
6gL3uHvuUjaPp9mTBf2VZ4tpKiYhbWyPrAPboGByzEHd,0,40424338970109
4my2b5ujEVRt2wPqyQL72nLCGpfbZGAHRiVa9zevNGY4,5,40402172942880
AmhQFcGvH2hjkucP78rn6GMKSbstYwyFpCDVKZUwBGrG,5,40376793178125
HnvAnkcnGb9by7sKK8nqfYk1AkgxBzhnC1DQHn9rHDNS,5,40352791653065
AbXdw2xawfc47R4fhrNEYQgrhQfZDnnnzfLYHYNurq52,5,40234878280859
FU8F2V8yCFhseHDc1CJ5Sj1e5AbGNh3MnSe4REYX7a3P,0,40233676355302
F5q2LhC4246qJwKN8anB9UPCKQAtvpoEpxZ8uiw4fsgz,0,40217295364637
2nhGaJvR17TeytzJVajPfABHQcAwinKoCG8F69gRdQot,0,40170169561606
1so1ctTM24PdU7RLZJzJKYYVYri3gjNeCd8nmHbpdXg,0,40163366207679
GqDCbnafLmKkdqiqf278jDLXqjjZMB2sViZQtR82jPUf,0,40130991356345
Fa17nmHFt62kmerRQNGtgVWDxnuf7UD3PY2eeFfhpz2t,5,40083350693974
4DBSKsjbs66piUiQ6dUjw6cdVzAGc4FgeWSZ5UVPY5kr,0,40041953220270
9JdZLEKhA7k6SxRQ4cJT2Zh5JhRUBJGXcjTNwMtTwSiz,0,40040978791922
Gdo6FaCtTQqGYsmDQrX2icSZeqDCdVizGzBDNbiqCGbJ,5,40028981260111
popscoyTKVksa4TyTXw488b3vvFxM7qQEyTBeMQopKu,0,39979766198616
C4bgengueVA9cRcprjutgu9XgvgoaaFnCqvpZaPy27xx,0,39910764708956
4t2m68yq7z4WycsdEsNt862rvSPDn4SGmc3H5eJXCrYF,5,39896380348417
6xct3c93fs7s8Dm5j3rVabTDZD7ahtwFDTzydpFTuiEn,0,39840949116723
A3ns6dsP1nsSQL8vxL9DRN7YYSGYLnQi4r9MnySY62NB,5,39780816122552
DCE4yhedQgUHQhC9wh1FoZqaw5nUah4KiW636EvsJL74,0,39777793119577
3LKjD9Cb8RKKbmwM3LphHEvfZdjEU4rAFGDDUiVnuXhJ,5,39770389876804
EqxCV4fz2unNzt8ydGrVyz24ngkH5n13x2wDSJ8DY6qi,5,39681521070872
CLdRznGdzSXqpAu3SNbYiaiXeDfbe3hJ7ZikFKybsSdX,5,39675514670753
AptafqHRpGk3KCQrGtuPGuPvWMuPc4N15X7NN7VUsfbd,0,39660001194683
3zfHbuMc8ijTQEK9LT2WhgLgmwhWwWrNEqvY2TqYiic5,5,39629160255349
8o5FeotCKdFVExGXscJXUQeNREFe1uZ9PRgvQztrpAUi,5,39617939173818
G8iCkG5QXykEmCKxe7yrXyXJapBUFxTQsiBUeeHtYmFJ,5,39599839278190
6cgsK8ph5tNUCiKG5WXLMZFX1CoL4jzuVouTPBwPC8fk,5,39576903054784
GpSBerAanZz9TrWitn85QoMcDSLeY2GTG7owk3iXRfGy,5,39481210567671
2kVZVTY8FMRZ3WuHzyqNz8qd4Ytbba9f9DaesUm5WLvR,5,39476843987425
akMRrEs7bjjWWLPD57ghDiDBE6p75vDaigdPVcGajf5,1,39433957489684
Gctz3akopD6MtJdqYcGDAjqLKkghD465UjwhmYG6rJ6t,5,39390998962243
D9LzkzWYBMnJX5FycaACA6t5DHjnK9oS2hFXxKW8AmvQ,0,39364725446323
2ZS2DGFRDD7WWSzqkaPoqURVknoMdFVFWDdBRKNZuqct,5,39358787901763
A4fxKaaNPBCaMwqKyhHxoWKJ5ybgvmmwTQmNmGtt2aoC,0,39347647141549
F81SEGvZfu7TsugY9vo356ay8UsNxVVjCF1t8ebft2P3,5,39344621983474
narPxmKTwkUxvcXhueccHT8xbE8og2Vb7NrLBm8kcrh,5,39298030570849
6cgNsURNykJ8H7eLQu7XbLZCAc2yrCFgkfWaEWHYHXDb,5,39273891863593
BuonuQoAR74GoMwCFhxKWVWWSGGt2wfbNmQ3cizaJ97G,5,39252525116102
EnizqkyVhbnMiQLwECv3fXydJvkoFzMjrdVtdpFWxNQt,5,39237472453901
9PViHDmiezXQfeYDveJrcfkXCQVCcsfhpo32cjHUeZVj,5,39193511179822
DohaxzeUj6ma9shCykxGxi7FbWnMyW9hzNjwQjZHEDV7,5,39186619349067
2PfqZgb5gmCSLdXhaYrGH4aEoizFGtJ7wFguU2hiPJjh,5,39181279882521
4642Ley88Zs7dvEDCyNqnesH1TBEisyx4GvgwXSBzGjR,5,39164421533695
5spfmL3ZksWzAdAoKE5VzUuQKW5R3CwxbJYBJBymXYMH,5,39147824193964
FG5w8e7nBXivh4N5zwMDyFrj5sMx11NUnd5wCmNfPZ6b,5,39139200320458
4PRFPF7f9ERz9azkDFSFfgpye6yixPENCka994j8mQbj,5,39136250868575
79MeHzaMahBpgCZXHSzu7ukAd7YD59ZLn6VJ3Mb7Vur,5,39101344142536
Hb6N8QrXst4DQCS1U8neQLQio5Zk5mn9zjnWQGSRHVSL,5,39085241091012
9Xm2WtKW1tEpY5wxKZD9XbAmojHGGtjiGeM3LotYT1Z9,5,39071772538155
3SPWc958ZcKXvbbBtD2YPBt75c5hkE3JfmTnyVViZ9yi,5,39029193496526
cami5ixFFZD3jLdX8Ef5tu8o21reSGoE3GpGRrQyP4z,5,39020763977182
4yR5uFMdBqxAJivLBz5hS5ooEdjgCkegjKBYzkCui3Pp,5,39013921983615
5L6SdhTp7QsJHrQAxHRQ2NEH4AfCApBKDgPwuF8F9Exf,5,38951562671370
4gZTgnKYcSqSXdQ6C8RbqCzFoHQAHaS3WVgcQAC5KGD8,5,38946158532686
574rvsKGZg8rBuSNX7k8gG2mHFvUMwt22sSgJJBMCQVy,5,38941936741904
D7hwgGRTr1vaCxzmfEKCaf56SPgBJmjHh6UXHG3p12bB,0,38901532055565
A5nvA7aUhcQWBeKFaf8WC7e5Ryzp4piuWc3hkvpLfgSs,5,38889464117409
8zgT2JAcjqE32L9xGt1CZqKzBvB8crb7PVYn2B26taid,0,38881027949040
DQCriUSqyokJw5gA7snLqXhscRc1a7wNdgkt2ZsmK7Yd,5,38875783257903
J2ofWwssE7YEMrpN5waPQgboWgLdwprsfXUu7vXaBona,5,38875534852313
AopYZ35QJ3V2dxie66TB8SGcaKNoCyRnn5Jf37WS6KiS,5,38843828911219
YuRBAsy9Stw1u46A8dMp7WQVBFweLP1PKuYibzYAMmQ,0,38835329330963
7U68WfpxJF5W1HjVQ2NCQr5EuKhNSvSRAnmWTk6225Jf,0,38799491383458
DZKTNGR3r4Akj3G42ReZatKhkmgEXoZjk5Ed2tFwRyqm,0,38782456990936
B6zLgsToH2nkxnkoAUsp86VhrCZGHf8shUBf9tdWtq4A,5,38735865372822
D4NAMzyruddCwjxwPfmKf1R2MNhviszUJAb568koCZ4H,5,38726803237773
rusx3KV69WGvsEbWa2HxjXp9GfHpjojM94BqsnfxKhx,5,38703889240751
ANTmwMfoBzEk31Rw8e11nLRvDgzWEVEMGUUy1v9fdRxV,5,38659333550396
EhnZCSGaYCsVfNX1Mppw34bWXjCMLjywDfjyfL21KW2b,5,38645308124626
wwE7xHLfPd91XRti1AAzBv2zTEYayNmUh4bkJNSvyDf,5,38634680054536
rRLKNqoVbxSfff2FWjXuEjEkHKMscbhYe6vAQfsBJuB,5,38612596368428
BR1aTt4ZZUCwWJDkSYf1hqkYJjo7Mb7Ar8iVTkeSwUB8,5,38610935284044
HJVsiUVvbYvTLHsRcHw3uT5cHJwbpGPCBbEf8EszLnyz,0,38606669749614
E3uWZFRYyKuC78U1FaGNEvxKgbBshRmuTRQbWhe9eSFW,5,38599786812797
GUFNuRw9JEAQwrJR71mRa2LbMRyrUfziYUzqY3KQwAXv,5,38594506742651
5B1eeUcVsdX1GQPxeipE6MXaQZwGAWNEWCTPWXqVL2j9,5,38548791253310
4VzD3vmbydV8kCFsJrcfd86bU7ea8VdGjwxqUaPAaoPc,5,38546265938380
GtGKD86yixYZ71eZJaKyxtxkkrsLpG3XNVXQhc3LwDk3,5,38525636005515
ACE1vZHybM5UXYupDkG3P3BoeQSo6JNFhMJ5ZP8Pfe6D,0,38520356783505
5ndCsM6pXuWyY8s7HxWfHBFXgJmPw4kekc5RhiSsy9iU,0,38516469114718
7LMg8n5DRe5UzSH1Qyn7say9HQshWjjnaURMBaNgxCYE,5,38440315616773
3Urw79qk7EoFoxwPurb8j3RiSK21pcP1mSVe1q7HGXbk,5,38418545831920
EtfaPcTB9xt4QD4ixdmffU7SLYraKXnDM6YMxpgoaz1o,5,38398666238395
EWARp8Syq8cTWGWHtP5LT9fKAn5GvXfSCH8LfAwpgQ6m,0,38368754739495
67iXZNZ4ytz3A23WueWr5B23WY7yHdESdRPGbVaPYkHw,5,38364341431362
F3tdN8SoakjEPb743VY18YyKJWYHo6rojV3nkas5YJh8,5,38353947917222
DSRVdh9PQaqAcFtMCbJhyD4yMD5H2EeHNzdbqWctRY4E,5,38346257478468
FPPo2aGYYwDWK1Rmr4sXjiCaZzzMwGKi67ijAiVZKwb8,5,38340831072340
J3q6kWN5AREqEktDaAhLQuECcgGhuoFFZV3g6BHdsroZ,0,38331811827343
Ah95vWS61zmcbreP7KWcJizUCpQqnGxN4feEaeADfX2d,5,38305617087401
HjFSnMZX3mUgEjtzrS322dFcMAtzYon3xkZbMzHe3KWs,5,38292302726488
6ZomMAu9XSu9fzkRjqM6HbAXagw6Jo9fTsfsAADTZMSp,5,38277328063650
7X1kgrfYRwFd94yyE8tvsQF5aTFHdmoLXnG4q79onDAg,5,38263039541746
HuxezmVRF3Dokr23jXmtUVoR12g4Cw1VCvwb8KAP9M4o,0,38262072920993
4XmNA5e2NQ1Trf8SeNxtUVwujQqjJfuqX4aMgdUFSXNE,5,38244214973031
FniyXWNu3EXWX9fXubLpFcDJ4h4T8VDCJEXCwVY2wFRh,5,38240075690103
AdSHK6vpQnwHRSw7jXUwjMEytmhFwnynZSENhvpAxL1y,5,38232453166232
4QPDHzck5VbGf2cxNM3KNTw1beryrUxb8TTvjgjovX4B,5,38217448910315
BKw6h4WX1TttGQbTSULtKcVaEp6nzPxQGHexHiX27atH,5,38212293410345
FUyx2W6wDt7u363QgQRWQYuytE5uJWZLGJpuVh3RDiCa,5,38182957672236
AFZpadQLDCdMSCUf5fHAZbGB2G29jdfoef4kmytXVYzG,5,38173764499213
5Zaup4jLNz173kiCavaoDqqA6hcKwxQMeAmXTDk1Mvus,5,38172237839716
6qfpcN1G71zJW4oC3d7qzSkHanqzJCZmdJHCGsXGEsof,5,38167405753268
PPdwxwyhXWBa3W8uxGDJx7xpfsgj76Ef1fXbjYnANTm,5,38150034826867
AnKWYWA1zktynzWqPC5KQFYWrTEWNny2CAHbAVU9zSXT,5,38147370948193
JokerEfTSznB2aTmowy4QPqjyajLMuYM6Jd4TDnKPNc,5,38137244004618
FYjejVMGsaN3v8fo33xfDxQxiDEdxw73KqgPymcLorY7,0,38119077660690
CjtziaSBhv4E6RXmq3PQPsZn5KBg5WUR9XnhQ9PoLK5s,5,38115089006382
DRvqSY8pMgWPMPpNMnof4S25qp6VySBC4hcvi9EBu4ZP,5,38114645894691
CptNqx18G3PjTz2dEq8GyU6TtTGfd31TE87mH6y5cRHT,5,38110902415597
34ACte2QHedEHKyqrTsU8zHPetS9DjAxRKtY1Mm8exji,5,38081968258186
8Y7SLeBygba7einxtGCaCKaQQtUXBQrVtqQbmDGErvXU,0,38079012594042
keSVSWNZfPBeQPcwvvkkerr2Xd6XoFUyPeWwzHSUdNN,5,38074768768552
8RsF3KMu7YE2U9uugX7WRSUg8Szj9cc3shBCaV4HXNzV,0,38074519603996
EqgfgrWR3D1As2aS7tYjoHfNxgxcfNYvdUL5zCsXFXBt,5,38073637658614
AzNsncYBQKcjKkmSCbQSV77KhH91pjAbkD2g6F46dMU5,5,38051030547710
5TqMpx4wDLRn7qNaNxJ1bsznrqAhF9meoxcpdY2Bc6Es,5,38038209754599
2XQgZciomz7MoPNUz5YsrPkPsGg43JHaY5EDgQi1S68E,5,38035102572838
4zsArzr9cCAiBuGA3yGbxFtYw73eMgnaLS8q4hjpwMxH,5,38026522158564
9YDu59tKDysB9zT9P8cgvaogmuy64R1Nxbr57QHztNrW,5,38024860887981
BZBKHmW1DhBaAPojxWBQ26vGz42Y7MtNviFZWpc6nGLb,5,38010785562774
2EqJXwoMuMhfbeoZsCFFhUnP5vBEtND3ykJeHU5sTPCo,5,38000728135287
ECAq48skWmYJobngNd8ZDUQxB8y9KCaRAAzsfp3y2hjK,5,37959071527734
2B5wMmBQkMHu9V5JbUyJuf2mJJUU286qKPsZzvQQjTNQ,7,37958308205923
92VEPQZ6VK9x5rSxw6c3nNiVb3H32nF1ZeaeqkaFXTwK,0,37929249827683
E2Ku7bYp8YTFpd7oMerQDeYpuKBFjpP7WyPW34Vg6khS,5,37928826977759
Hs7iGFYpeuPhZGxGpYRfGkUW2m7wWkAGmw9xA9bc1tHi,5,37928135048805
EUVBn58XXTX9RBTm1R7Wd8n8JkvBMQfc9uSn5wPhbdBL,5,37918996171620
DRCEj2QaVTig7koAEFQLEThzPkE2v6KMQuTaFtc4khGH,0,37901472454154
5Y1VqvwH5ep9JGJ4hhzxFoupy5Ndkk49ggKpWqAcjszs,5,37879662457772
CTXhU887XFTPk7HQdVQ9DVyEoa5iqwmU2kunFiaFv7aY,5,37874885758548
13xkw4jY5PvZnqCFZSTBQCjHGNd6VTu1A6PHF2rU9AnA,5,37871670303510
G3x5eb53kUpp92FWiyqRWJ3Q6e9tH3dEjGDgDWYf6was,5,37860250174937
8kKWqYja9tNyFRW3PvkMj2A9ERvmBwvWvf8fJqgTD4YE,5,37854847158029
4X8km6XmBSk5NK2LfiqrcwxzXYSh8KiVUjdZxe3bzWKL,5,37854596587923
317qtuGJuJpFX7pYd3WhRCEwqKMjHmnA7ea7YemxpE5b,5,37849540211796
4J9HoqBamEDyEKGDZgeRjCpiGCirHzqP1CadWmznrghF,5,37846612798686
GxzTe6Gw3qHTd6DKdXaoPWtEveMKnwMSftBJQ6qLNpg7,5,37840974746351
D32cBNvo9qmMyMSJzWqDPQ3ujYFuW9HHNjVkwxspezQr,5,37839069732579
9hNrb2RouJALNyK4oDGgML7shRyaQwPMY13PmkTBa4KE,5,37838247475306
GaDoLNbHGYVBJKetk8eKJnnWq5y1y5Li1eRGP97FGsfS,5,37838064242323
AVTWxUavcCr1a6KAoGdCEjqTEPXFHMyXCYWeKgf7anAH,5,37833114544455
HJQQFTic2nom954XggPikG7e9jy3LzQqyZLsLaprhpST,5,37830344174334
6mXzy8eK1eCQ4HP1ZnQcDzscTLDaQ3PYi7U8NuYTxu21,5,37827620938785
HW7ntfUHapD5o7McDuPfGvkfzrPcmuPSbZMMoe2gksKQ,5,37820230020123
sw111gPaikSJLqobN3s6KogBD1zGH2w92ahqdKEzjCw,5,37808324345705
776BzpbpsZU1rbCkNHizEP5r8RE8QL12Xqm49krkLPLy,5,37792753026293
GCqxq3qUCMRAyhDLsXKQtAPmHH4jyaKCf4ur9S9sLxwM,5,37782802403075
5A8wwE5c2ND3H4ECwgpcPV28Gu9N1YjkvHTY4a1dm1EN,5,37778982051098
6k1YkmTKwPRUhChnxA9ryJmbtuQMbro4xFTL6mL9jycB,5,37778948052466
yJeahQNRHNWtL9Z1SqPX3SBwTYXr5ECMYYVK4uYVwxt,5,37777528526773
DFb3dVMyfP4LRBvNG95QQt2ctNjcnJxr8sYDKHEt6hDx,5,37775573147894
6kDyGMHbuWekkcquroYNp8VRL5pQiUzEJ11gJ75qJsRy,5,37773908474295
MT6hqFKXQ5hPfp2KSsbXghT1ystDrPpwvrxVitRYYGW,5,37767543836629
7mcgHPHLfdoVn1JV9pQp6y8dbx2QF4n1STRCyG9wJ9rV,0,37743532907490
3Y2LS1jKhP76J3emMXgpmJnCc2HuaCGihFNp1UdbUu1m,5,37733113400491
7eexgwFKGqyTwf27YjNemrz5bRjR5RE6mLC3gnZZbM2x,5,37712146451257
9Hk5RS6H7io9y2mcNBPFa9BBVnMuiNgGSHxrF7iNsNws,5,37710249105769
F1TRgPXnrcBvs8tG6mrF4JbxuGBxS9Q6qN5Hvb9XBzUY,5,37708323347619
A3Y4SRHDLUotcZEEHPAwUsybwnFkWDRUSFwbFPAic8LR,5,37690632650723
3Jxn6NS72re3AMEq6ahmSQF8mfMvrCErJbtH9rSRKF6Q,5,37682623100465
C6nkiUJdeebQqfwZsQ3fyaGhZLBZoVY8fHATV1wMdkwb,5,37681975649467
CsCYF1cNqRR7CEvUJcBToFXink5m9JbNWHMAcSSaZ4pJ,5,37681465369750
AB169wapzUT6SRh31RJoRjiwR4bifF2eDkkDiFjnyRCJ,5,37680119867671
5uru7tZCfJKpVWPu3hgs4VTNmjxrYCLRNRvdGaj1aRqp,5,37680084297306
HcZr843v6BmJ9o3b59K8DYkMMHBgdmjosFqovwuekjnX,5,37676044971784
AfixFcaayCMtTt9s8kg8Nrm12D37yHU1J9ePDRphSof8,5,37672693976596
cybi55ebub37HZW9YmRaLh59Lh3kqaLTsEBQwW6vFkC,5,37666365154040
4LV3DTVTiE8TLUrS2w7pgpoFydq4raXw8tDx6FAY1KpX,5,37648705799191
FaMYZXtcjwroLEBy1UzEaWBX3dyFqzNFnoWyQDzWtTEQ,5,37645010675320
8Xtk4LxTyqJQ3kMnpJBcrtpMy5gFHP9tsGUZHtUK1wpt,5,37640303485493
WEBcSrGzGcc3NhhHuNkxtxvFx7bkCvjpQs1gZaZ9YBi,7,37632481150103
2P9ZYA4vBoBBr56hrEFTmrd5ctuz3r7wtvRYmbgk6jRL,0,37530779452421
58T8cF983TnmQS1Q7J9wW2wdKoXTdA5MZTaRR4Djyazf,5,37520809736301
AtcXisDWd3TWvgV74UzEM55xgMGHTrmYx8FVZz343EoH,5,37519946978051
9oJWvtDMLLM5U5hQ8iZ5LjbZLtHHzys91hvQC6esmsrJ,5,37519586267548
5gYoQH651psGZQMVoW6Suvwsz1GNhbQgN4NXYKqd6d4Q,5,37507722025710
s2Meqg3YnYVZBLSAvXhLCttifWyppoPh3W6Meqz3J3v,5,37489707762686
9goZ1gyxKCBR3uLbXvc9PEBcUSxWzD2NpTrtY7Ys8oUo,5,37484193719042
